term	language	type	decade	count
violence	French	search_term	1730	4
king, queen	Dutch	search_term	1730	16
justice	Latin	search_term	1730	29
justice	Spanish	search_term	1730	26
nation, people	Dutch	search_term	1730	6
violence	German	search_term	1730	1
law	French	search_term	1730	16
monarchy	Italian	search_term	1730	1
Enlightenment	French	search_term	1730	21
nation, people	Italian	search_term	1730	12
justice	Italian	search_term	1730	7
republic	Dutch	search_term	1730	3
law	Italian	search_term	1730	8
republic	Spanish	search_term	1730	6
violence	English	search_term	1730	9
science	Spanish	search_term	1730	2
state	Latin	search_term	1730	7
violence	Spanish	search_term	1730	2
right	Italian	search_term	1730	1
violence	Latin	search_term	1730	1
revolution	Spanish	search_term	1730	2
science	Dutch	search_term	1730	1
man	English	common_term	1730	1553
holy	English	common_term	1730	1118
vida	Spanish	common_term	1730	205
vie	French	common_term	1730	669
morte	Italian	common_term	1730	57
historia	Spanish	common_term	1730	171
gottes	German	common_term	1730	396
doctoris	Latin	common_term	1730	131
guerre	French	common_term	1730	153
sancti	Latin	common_term	1730	128
heeren	Dutch	common_term	1730	90
reichs	German	common_term	1730	120
vita	Italian	common_term	1730	273
andere	Dutch	common_term	1730	55
law	English	search_term	1740	1145
state	English	search_term	1740	3475
king, queen	English	search_term	1740	3305
right	English	search_term	1740	4193
revolution	English	search_term	1740	314
nation, people	English	search_term	1740	3508
justice	English	search_term	1740	367
philosophy	English	search_term	1740	656
right	French	search_term	1740	420
king, queen	French	search_term	1740	993
right	German	search_term	1740	158
law	Latin	search_term	1740	70
nation, people	French	search_term	1740	163
republic	French	search_term	1740	23
philosophy	French	search_term	1740	180
science	Italian	search_term	1740	97
state	Italian	search_term	1740	40
right	Latin	search_term	1740	425
monarchy	English	search_term	1740	128
king, queen	Italian	search_term	1740	98
philosophy	Italian	search_term	1740	18
state	French	search_term	1740	220
king, queen	Spanish	search_term	1740	254
republic	Latin	search_term	1740	101
king, queen	Latin	search_term	1740	212
science	Latin	search_term	1740	59
republic	English	search_term	1740	97
violence	English	search_term	1740	16
nation, people	Spanish	search_term	1740	53
justice	French	search_term	1740	88
nation, people	Dutch	search_term	1740	32
science	French	search_term	1740	66
science	English	search_term	1740	86
king, queen	Dutch	search_term	1740	32
state	Dutch	search_term	1740	60
republic	Dutch	search_term	1740	18
law	Spanish	search_term	1740	122
law	Italian	search_term	1740	22
law	French	search_term	1740	37
state	German	search_term	1740	36
right	Spanish	search_term	1740	83
justice	Spanish	search_term	1740	36
justice	Latin	search_term	1740	12
state	Spanish	search_term	1740	75
king, queen	German	search_term	1740	1
monarchy	Spanish	search_term	1740	18
monarchy	Latin	search_term	1740	13
monarchy	French	search_term	1740	43
revolution	Spanish	search_term	1740	2
right	Italian	search_term	1740	9
science	Spanish	search_term	1740	6
right	Dutch	search_term	1740	24
law	Dutch	search_term	1740	11
science	German	search_term	1740	8
republic	Italian	search_term	1740	20
violence	German	search_term	1740	15
monarchy	Dutch	search_term	1740	14
nation, people	Italian	search_term	1740	7
monarchy	Italian	search_term	1740	10
Enlightenment	French	search_term	1740	6
justice	German	search_term	1740	22
philosophy	German	search_term	1740	11
republic	Spanish	search_term	1740	8
nation, people	German	search_term	1740	2
justice	Italian	search_term	1740	8
republic	German	search_term	1740	2
Enlightenment	Italian	search_term	1740	1
monarchy	German	search_term	1740	6
nation, people	Latin	search_term	1740	1
state	Latin	search_term	1740	5
revolution	French	search_term	1740	1
man	English	common_term	1740	1572
reichs	German	common_term	1740	134
sancti	Latin	common_term	1740	181
vida	Spanish	common_term	1740	164
vie	French	common_term	1740	536
holy	English	common_term	1740	1104
heeren	Dutch	common_term	1740	158
gottes	German	common_term	1740	571
vita	Italian	common_term	1740	292
guerre	French	common_term	1740	211
doctoris	Latin	common_term	1740	123
andere	Dutch	common_term	1740	66
historia	Spanish	common_term	1740	180
morte	Italian	common_term	1740	63
right	English	search_term	1750	3255
king, queen	English	search_term	1750	3051
nation, people	English	search_term	1750	4060
state	English	search_term	1750	3383
king, queen	French	search_term	1750	2134
science	French	search_term	1750	164
state	Italian	search_term	1750	81
nation, people	Italian	search_term	1750	20
right	French	search_term	1750	852
law	English	search_term	1750	1472
justice	English	search_term	1750	572
justice	Spanish	search_term	1750	41
right	Latin	search_term	1750	330
philosophy	French	search_term	1750	190
nation, people	French	search_term	1750	472
justice	French	search_term	1750	97
king, queen	Italian	search_term	1750	144
monarchy	English	search_term	1750	80
law	Latin	search_term	1750	74
state	Spanish	search_term	1750	49
nation, people	Spanish	search_term	1750	74
philosophy	English	search_term	1750	722
law	French	search_term	1750	82
revolution	English	search_term	1750	168
violence	German	search_term	1750	16
right	German	search_term	1750	213
state	German	search_term	1750	102
state	French	search_term	1750	368
republic	French	search_term	1750	33
science	Italian	search_term	1750	70
king, queen	Spanish	search_term	1750	246
law	Spanish	search_term	1750	147
republic	English	search_term	1750	81
king, queen	Latin	search_term	1750	152
law	Italian	search_term	1750	21
state	Dutch	search_term	1750	45
republic	Italian	search_term	1750	46
right	Spanish	search_term	1750	62
revolution	Italian	search_term	1750	7
republic	Latin	search_term	1750	90
justice	German	search_term	1750	18
philosophy	Italian	search_term	1750	29
science	Latin	search_term	1750	36
violence	Dutch	search_term	1750	1
revolution	French	search_term	1750	10
philosophy	German	search_term	1750	18
violence	English	search_term	1750	12
republic	Spanish	search_term	1750	12
monarchy	French	search_term	1750	56
philosophy	Spanish	search_term	1750	1
justice	Dutch	search_term	1750	3
science	German	search_term	1750	20
Enlightenment	French	search_term	1750	14
right	Dutch	search_term	1750	22
law	Dutch	search_term	1750	10
king, queen	Dutch	search_term	1750	20
state	Latin	search_term	1750	4
science	English	search_term	1750	78
republic	German	search_term	1750	8
monarchy	Spanish	search_term	1750	17
nation, people	Dutch	search_term	1750	19
justice	Latin	search_term	1750	13
king, queen	German	search_term	1750	2
monarchy	German	search_term	1750	1
justice	Italian	search_term	1750	9
science	Spanish	search_term	1750	4
nation, people	German	search_term	1750	3
right	Italian	search_term	1750	8
monarchy	Italian	search_term	1750	2
revolution	Spanish	search_term	1750	1
nation, people	Latin	search_term	1750	2
science	Dutch	search_term	1750	1
monarchy	Latin	search_term	1750	5
violence	French	search_term	1750	3
violence	Spanish	search_term	1750	2
heeren	Dutch	common_term	1750	137
man	English	common_term	1750	1537
vita	Italian	common_term	1750	360
gottes	German	common_term	1750	411
holy	English	common_term	1750	1295
vie	French	common_term	1750	608
doctoris	Latin	common_term	1750	120
sancti	Latin	common_term	1750	242
guerre	French	common_term	1750	415
vida	Spanish	common_term	1750	284
historia	Spanish	common_term	1750	178
andere	Dutch	common_term	1750	46
reichs	German	common_term	1750	127
morte	Italian	common_term	1750	55
state	English	search_term	1760	3545
king, queen	Italian	search_term	1760	164
right	French	search_term	1760	575
king, queen	English	search_term	1760	3089
law	English	search_term	1760	1706
nation, people	English	search_term	1760	2717
right	English	search_term	1760	7010
revolution	English	search_term	1760	223
science	Italian	search_term	1760	52
king, queen	French	search_term	1760	3164
justice	French	search_term	1760	134
nation, people	Spanish	search_term	1760	84
king, queen	Spanish	search_term	1760	364
philosophy	French	search_term	1760	247
nation, people	French	search_term	1760	497
law	French	search_term	1760	60
science	English	search_term	1760	104
justice	English	search_term	1760	448
science	Spanish	search_term	1760	1
nation, people	Italian	search_term	1760	44
republic	French	search_term	1760	29
monarchy	French	search_term	1760	53
philosophy	English	search_term	1760	520
justice	German	search_term	1760	3
republic	English	search_term	1760	122
right	German	search_term	1760	153
law	Italian	search_term	1760	58
republic	Spanish	search_term	1760	14
violence	German	search_term	1760	15
right	Spanish	search_term	1760	73
monarchy	English	search_term	1760	60
republic	Italian	search_term	1760	61
king, queen	Latin	search_term	1760	141
law	Spanish	search_term	1760	146
right	Latin	search_term	1760	203
science	French	search_term	1760	104
law	Latin	search_term	1760	44
right	Dutch	search_term	1760	27
law	Dutch	search_term	1760	18
state	Italian	search_term	1760	92
state	Dutch	search_term	1760	45
state	Spanish	search_term	1760	50
state	French	search_term	1760	280
nation, people	Dutch	search_term	1760	14
revolution	Italian	search_term	1760	4
justice	Spanish	search_term	1760	36
monarchy	German	search_term	1760	8
science	German	search_term	1760	50
state	German	search_term	1760	76
monarchy	Spanish	search_term	1760	8
republic	German	search_term	1760	6
justice	Italian	search_term	1760	13
right	Italian	search_term	1760	32
science	Latin	search_term	1760	22
violence	English	search_term	1760	22
justice	Latin	search_term	1760	21
king, queen	Dutch	search_term	1760	14
Enlightenment	French	search_term	1760	11
state	Latin	search_term	1760	4
philosophy	Italian	search_term	1760	31
philosophy	German	search_term	1760	32
republic	Latin	search_term	1760	58
Enlightenment	German	search_term	1760	1
nation, people	German	search_term	1760	3
violence	French	search_term	1760	1
philosophy	Spanish	search_term	1760	2
revolution	French	search_term	1760	4
revolution	Spanish	search_term	1760	1
monarchy	Dutch	search_term	1760	2
violence	Spanish	search_term	1760	1
vie	French	common_term	1760	605
holy	English	common_term	1760	1575
vida	Spanish	common_term	1760	254
man	English	common_term	1760	1772
historia	Spanish	common_term	1760	213
vita	Italian	common_term	1760	340
guerre	French	common_term	1760	220
doctoris	Latin	common_term	1760	151
sancti	Latin	common_term	1760	145
reichs	German	common_term	1760	93
gottes	German	common_term	1760	361
heeren	Dutch	common_term	1760	112
morte	Italian	common_term	1760	121
andere	Dutch	common_term	1760	52
state	English	search_term	1770	8240
king, queen	English	search_term	1770	2694
nation, people	English	search_term	1770	3522
king, queen	French	search_term	1770	6271
right	English	search_term	1770	4637
philosophy	French	search_term	1770	327
law	Spanish	search_term	1770	239
republic	English	search_term	1770	399
king, queen	Latin	search_term	1770	141
justice	English	search_term	1770	1258
state	French	search_term	1770	336
law	English	search_term	1770	1795
state	Spanish	search_term	1770	122
nation, people	Spanish	search_term	1770	151
justice	Latin	search_term	1770	20
republic	French	search_term	1770	39
law	Latin	search_term	1770	58
state	Dutch	search_term	1770	46
monarchy	English	search_term	1770	75
justice	Spanish	search_term	1770	107
science	English	search_term	1770	212
state	German	search_term	1770	112
right	German	search_term	1770	250
monarchy	French	search_term	1770	112
right	Latin	search_term	1770	216
philosophy	Spanish	search_term	1770	45
nation, people	French	search_term	1770	612
right	French	search_term	1770	920
philosophy	English	search_term	1770	540
revolution	English	search_term	1770	353
justice	German	search_term	1770	18
right	Italian	search_term	1770	26
law	Italian	search_term	1770	41
state	Italian	search_term	1770	110
king, queen	Italian	search_term	1770	129
philosophy	Italian	search_term	1770	47
right	Spanish	search_term	1770	105
nation, people	Italian	search_term	1770	45
nation, people	German	search_term	1770	23
philosophy	German	search_term	1770	116
science	Italian	search_term	1770	46
law	French	search_term	1770	107
justice	French	search_term	1770	204
science	French	search_term	1770	223
nation, people	Dutch	search_term	1770	25
right	Dutch	search_term	1770	50
law	Dutch	search_term	1770	40
king, queen	Spanish	search_term	1770	369
republic	Italian	search_term	1770	16
science	German	search_term	1770	34
republic	German	search_term	1770	34
republic	Spanish	search_term	1770	9
monarchy	Spanish	search_term	1770	26
violence	German	search_term	1770	12
justice	Dutch	search_term	1770	3
king, queen	Dutch	search_term	1770	24
monarchy	German	search_term	1770	10
state	Latin	search_term	1770	1
science	Spanish	search_term	1770	13
justice	Italian	search_term	1770	10
republic	Latin	search_term	1770	48
science	Latin	search_term	1770	15
revolution	French	search_term	1770	13
republic	Dutch	search_term	1770	3
monarchy	Latin	search_term	1770	1
violence	English	search_term	1770	29
revolution	German	search_term	1770	7
king, queen	German	search_term	1770	2
nation, people	Latin	search_term	1770	3
monarchy	Italian	search_term	1770	4
Enlightenment	French	search_term	1770	3
monarchy	Dutch	search_term	1770	1
science	Dutch	search_term	1770	1
revolution	Italian	search_term	1770	1
Enlightenment	German	search_term	1770	1
man	English	common_term	1770	2041
holy	English	common_term	1770	1416
vie	French	common_term	1770	713
doctoris	Latin	common_term	1770	161
guerre	French	common_term	1770	264
gottes	German	common_term	1770	387
vida	Spanish	common_term	1770	188
reichs	German	common_term	1770	217
sancti	Latin	common_term	1770	120
morte	Italian	common_term	1770	56
vita	Italian	common_term	1770	290
historia	Spanish	common_term	1770	356
heeren	Dutch	common_term	1770	149
andere	Dutch	common_term	1770	74
state	English	search_term	1780	16932
king, queen	French	search_term	1780	13660
law	English	search_term	1780	2219
revolution	English	search_term	1780	978
monarchy	English	search_term	1780	36
nation, people	French	search_term	1780	3209
nation, people	English	search_term	1780	3975
nation, people	Spanish	search_term	1780	191
right	German	search_term	1780	332
king, queen	English	search_term	1780	2990
right	English	search_term	1780	4688
justice	English	search_term	1780	936
justice	French	search_term	1780	546
state	French	search_term	1780	2206
republic	English	search_term	1780	2401
science	English	search_term	1780	296
state	Italian	search_term	1780	155
right	French	search_term	1780	1092
king, queen	Spanish	search_term	1780	547
monarchy	Spanish	search_term	1780	46
philosophy	English	search_term	1780	791
right	Italian	search_term	1780	41
law	Italian	search_term	1780	55
law	Spanish	search_term	1780	248
king, queen	Italian	search_term	1780	158
state	Spanish	search_term	1780	173
right	Spanish	search_term	1780	129
monarchy	French	search_term	1780	269
philosophy	French	search_term	1780	248
state	Dutch	search_term	1780	140
state	German	search_term	1780	211
revolution	German	search_term	1780	57
science	Italian	search_term	1780	129
violence	English	search_term	1780	38
philosophy	German	search_term	1780	209
republic	Spanish	search_term	1780	2
king, queen	Dutch	search_term	1780	69
nation, people	Italian	search_term	1780	70
law	Latin	search_term	1780	69
republic	German	search_term	1780	44
right	Dutch	search_term	1780	42
law	Dutch	search_term	1780	31
law	French	search_term	1780	244
nation, people	German	search_term	1780	41
science	French	search_term	1780	164
republic	Dutch	search_term	1780	34
king, queen	Latin	search_term	1780	187
justice	Italian	search_term	1780	25
right	Latin	search_term	1780	165
philosophy	Italian	search_term	1780	44
justice	German	search_term	1780	23
revolution	French	search_term	1780	86
revolution	Spanish	search_term	1780	3
justice	Spanish	search_term	1780	66
monarchy	Italian	search_term	1780	4
republic	Latin	search_term	1780	53
violence	German	search_term	1780	21
Enlightenment	French	search_term	1780	13
monarchy	German	search_term	1780	13
science	German	search_term	1780	28
nation, people	Dutch	search_term	1780	67
republic	Italian	search_term	1780	45
republic	French	search_term	1780	29
philosophy	Spanish	search_term	1780	11
science	Latin	search_term	1780	4
violence	French	search_term	1780	19
king, queen	German	search_term	1780	11
justice	Latin	search_term	1780	8
Enlightenment	German	search_term	1780	6
science	Spanish	search_term	1780	11
revolution	Italian	search_term	1780	9
monarchy	Dutch	search_term	1780	1
violence	Dutch	search_term	1780	9
revolution	Dutch	search_term	1780	1
Enlightenment	Italian	search_term	1780	2
science	Dutch	search_term	1780	1
reichs	German	common_term	1780	158
vie	French	common_term	1780	1456
holy	English	common_term	1780	1459
gottes	German	common_term	1780	364
sancti	Latin	common_term	1780	139
man	English	common_term	1780	1822
historia	Spanish	common_term	1780	495
heeren	Dutch	common_term	1780	271
guerre	French	common_term	1780	565
doctoris	Latin	common_term	1780	198
vita	Italian	common_term	1780	379
vida	Spanish	common_term	1780	262
morte	Italian	common_term	1780	91
andere	Dutch	common_term	1780	76
law	English	search_term	1790	4076
nation, people	English	search_term	1790	9345
right	English	search_term	1790	10280
state	English	search_term	1790	30675
republic	English	search_term	1790	3080
king, queen	Dutch	search_term	1790	56
king, queen	English	search_term	1790	4633
law	French	search_term	1790	13665
nation, people	French	search_term	1790	9322
law	Spanish	search_term	1790	165
king, queen	French	search_term	1790	8523
revolution	French	search_term	1790	328
justice	English	search_term	1790	1473
state	Italian	search_term	1790	151
nation, people	Italian	search_term	1790	164
revolution	English	search_term	1790	3252
science	English	search_term	1790	660
philosophy	English	search_term	1790	1473
right	Latin	search_term	1790	97
right	French	search_term	1790	1096
justice	French	search_term	1790	958
revolution	German	search_term	1790	235
state	French	search_term	1790	910
nation, people	Dutch	search_term	1790	273
republic	French	search_term	1790	553
revolution	Italian	search_term	1790	52
philosophy	German	search_term	1790	465
state	Spanish	search_term	1790	248
science	French	search_term	1790	117
monarchy	French	search_term	1790	292
monarchy	German	search_term	1790	39
king, queen	Spanish	search_term	1790	400
republic	German	search_term	1790	193
king, queen	Italian	search_term	1790	192
republic	Dutch	search_term	1790	188
state	Dutch	search_term	1790	88
science	German	search_term	1790	43
monarchy	English	search_term	1790	155
republic	Italian	search_term	1790	252
philosophy	French	search_term	1790	249
right	German	search_term	1790	373
republic	Latin	search_term	1790	78
state	German	search_term	1790	155
science	Italian	search_term	1790	71
nation, people	Spanish	search_term	1790	180
monarchy	Spanish	search_term	1790	46
right	Italian	search_term	1790	69
justice	German	search_term	1790	8
nation, people	German	search_term	1790	58
king, queen	Latin	search_term	1790	130
science	Latin	search_term	1790	8
monarchy	Italian	search_term	1790	2
justice	Spanish	search_term	1790	77
Enlightenment	Dutch	search_term	1790	12
philosophy	Italian	search_term	1790	42
violence	French	search_term	1790	33
justice	Italian	search_term	1790	21
law	Italian	search_term	1790	61
violence	English	search_term	1790	59
revolution	Dutch	search_term	1790	11
law	Latin	search_term	1790	23
science	Spanish	search_term	1790	22
right	Spanish	search_term	1790	57
violence	German	search_term	1790	21
republic	Spanish	search_term	1790	5
king, queen	German	search_term	1790	10
right	Dutch	search_term	1790	52
law	Dutch	search_term	1790	11
Enlightenment	Italian	search_term	1790	1
state	Latin	search_term	1790	2
Enlightenment	French	search_term	1790	5
nation, people	Latin	search_term	1790	1
revolution	Spanish	search_term	1790	3
violence	Spanish	search_term	1790	3
philosophy	Spanish	search_term	1790	11
science	Dutch	search_term	1790	2
Enlightenment	German	search_term	1790	3
monarchy	Dutch	search_term	1790	1
justice	Dutch	search_term	1790	1
justice	Latin	search_term	1790	1
monarchy	Latin	search_term	1790	1
guerre	French	common_term	1790	2324
andere	Dutch	common_term	1790	73
holy	English	common_term	1790	2663
man	English	common_term	1790	5088
heeren	Dutch	common_term	1790	120
vie	French	common_term	1790	1391
gottes	German	common_term	1790	217
historia	Spanish	common_term	1790	408
morte	Italian	common_term	1790	172
vida	Spanish	common_term	1790	227
doctoris	Latin	common_term	1790	125
reichs	German	common_term	1790	151
vita	Italian	common_term	1790	364
sancti	Latin	common_term	1790	88
king, queen	Spanish	search_term	17u0	76
justice	Spanish	search_term	17u0	18
nation, people	Dutch	search_term	17u0	7
law	English	search_term	17u0	31
king, queen	English	search_term	17u0	138
right	French	search_term	17u0	16
philosophy	English	search_term	17u0	14
state	Spanish	search_term	17u0	20
right	Spanish	search_term	17u0	14
law	Spanish	search_term	17u0	34
right	English	search_term	17u0	42
state	English	search_term	17u0	45
nation, people	English	search_term	17u0	40
philosophy	French	search_term	17u0	8
king, queen	Italian	search_term	17u0	14
nation, people	Spanish	search_term	17u0	24
king, queen	Latin	search_term	17u0	9
science	French	search_term	17u0	6
republic	Spanish	search_term	17u0	1
science	Spanish	search_term	17u0	4
king, queen	French	search_term	17u0	43
republic	Italian	search_term	17u0	1
right	German	search_term	17u0	8
justice	English	search_term	17u0	9
republic	English	search_term	17u0	7
revolution	English	search_term	17u0	8
state	Italian	search_term	17u0	8
republic	Latin	search_term	17u0	4
law	French	search_term	17u0	3
monarchy	French	search_term	17u0	3
state	German	search_term	17u0	4
nation, people	French	search_term	17u0	9
king, queen	Dutch	search_term	17u0	2
republic	French	search_term	17u0	3
right	Italian	search_term	17u0	4
law	Italian	search_term	17u0	2
science	English	search_term	17u0	2
nation, people	Italian	search_term	17u0	4
right	Latin	search_term	17u0	4
state	French	search_term	17u0	8
science	Latin	search_term	17u0	4
justice	French	search_term	17u0	2
state	Dutch	search_term	17u0	1
violence	Spanish	search_term	17u0	2
justice	Latin	search_term	17u0	1
monarchy	Spanish	search_term	17u0	3
philosophy	German	search_term	17u0	1
revolution	Italian	search_term	17u0	1
Enlightenment	French	search_term	17u0	2
Enlightenment	German	search_term	17u0	1
law	Latin	search_term	17u0	2
monarchy	English	search_term	17u0	2
science	Italian	search_term	17u0	1
vie	French	common_term	17u0	64
historia	Spanish	common_term	17u0	45
man	English	common_term	17u0	65
vita	Italian	common_term	17u0	20
vida	Spanish	common_term	17u0	55
gottes	German	common_term	17u0	14
holy	English	common_term	17u0	30
andere	Dutch	common_term	17u0	10
morte	Italian	common_term	17u0	4
guerre	French	common_term	17u0	10
heeren	Dutch	common_term	17u0	5
sancti	Latin	common_term	17u0	6
reichs	German	common_term	17u0	4
nation, people	French	search_term	1800	70
state	English	search_term	1800	3467
law	English	search_term	1800	473
king, queen	English	search_term	1800	641
justice	Italian	search_term	1800	2
nation, people	English	search_term	1800	885
revolution	French	search_term	1800	9
right	English	search_term	1800	700
revolution	English	search_term	1800	190
law	French	search_term	1800	478
justice	English	search_term	1800	135
republic	English	search_term	1800	290
science	English	search_term	1800	125
philosophy	English	search_term	1800	157
right	French	search_term	1800	25
right	Latin	search_term	1800	8
nation, people	Spanish	search_term	1800	21
king, queen	French	search_term	1800	124
revolution	Italian	search_term	1800	20
nation, people	Italian	search_term	1800	27
state	Spanish	search_term	1800	22
philosophy	German	search_term	1800	49
state	French	search_term	1800	18
science	French	search_term	1800	29
republic	Dutch	search_term	1800	60
king, queen	Spanish	search_term	1800	40
philosophy	French	search_term	1800	58
justice	German	search_term	1800	1
king, queen	Italian	search_term	1800	16
philosophy	Spanish	search_term	1800	1
republic	Latin	search_term	1800	7
right	German	search_term	1800	37
king, queen	German	search_term	1800	3
revolution	Spanish	search_term	1800	8
republic	French	search_term	1800	16
justice	French	search_term	1800	27
state	German	search_term	1800	21
republic	Italian	search_term	1800	17
right	Spanish	search_term	1800	11
law	Spanish	search_term	1800	21
monarchy	English	search_term	1800	12
king, queen	Latin	search_term	1800	13
state	Dutch	search_term	1800	6
right	Italian	search_term	1800	5
law	Italian	search_term	1800	6
monarchy	French	search_term	1800	7
philosophy	Italian	search_term	1800	6
state	Italian	search_term	1800	14
science	German	search_term	1800	6
justice	Spanish	search_term	1800	3
science	Spanish	search_term	1800	7
science	Latin	search_term	1800	2
revolution	German	search_term	1800	7
right	Dutch	search_term	1800	2
republic	German	search_term	1800	14
monarchy	German	search_term	1800	4
justice	Latin	search_term	1800	1
monarchy	Spanish	search_term	1800	1
Enlightenment	Dutch	search_term	1800	3
nation, people	Dutch	search_term	1800	3
law	Dutch	search_term	1800	1
nation, people	German	search_term	1800	3
science	Italian	search_term	1800	6
king, queen	Dutch	search_term	1800	2
man	English	common_term	1800	601
holy	English	common_term	1800	469
guerre	French	common_term	1800	61
vie	French	common_term	1800	175
vita	Italian	common_term	1800	19
historia	Spanish	common_term	1800	49
morte	Italian	common_term	1800	12
vida	Spanish	common_term	1800	44
sancti	Latin	common_term	1800	14
doctoris	Latin	common_term	1800	21
reichs	German	common_term	1800	11
gottes	German	common_term	1800	16
andere	Dutch	common_term	1800	14
heeren	Dutch	common_term	1800	1
